#{"t_start": 1756228911.0526738, "env_id": "None"}
r,l,t
15920.351807,288,232.768619
15343.016251,288,233.275239
12443.224998,288,233.833974
11622.752563,288,235.473945
13900.393158,288,235.951584
11612.172699,288,236.514495
11086.163269,288,237.036325
12051.880394,254,237.484896
16158.851669,288,237.977925
14393.20166,288,238.526653
17693.699463,288,240.150342
12812.937527,288,240.681027
12700.300648,288,241.219333
16318.956367,288,241.745855
15677.049683,288,242.33468
13292.559837,288,242.87622
5904.393089,129,243.116055
17154.033943,288,243.603765
15231.44825,288,245.339881
15479.443916,288,245.917002
14277.019745,288,246.411527
12244.147194,288,246.908561
15835.194756,288,247.447813
12898.827309,288,248.002472
10159.779785,288,248.477693
15233.152809,288,250.128387
8380.065765,129,250.354551
12532.994789,288,250.874863
13604.868546,288,251.40538
15559.86731,288,251.893318
15186.678093,288,252.36007
10425.725601,288,252.874215
12597.078751,288,254.47117
14078.606544,288,254.958555
14939.815071,288,255.4384
13995.003952,288,255.901536
10124.975758,288,256.372195
12990.317513,288,256.923908
2990.0,66,257.040675
11728.448273,288,257.529153
