#{"t_start": 1756230403.998836, "env_id": "None"}
r,l,t
8458.642624,288,93.859257
6481.221962,288,94.423359
7959.216488,288,94.971594
9755.057045,288,96.4455
7321.35688,288,96.962839
5433.026291,288,97.501414
7671.837891,288,98.036809
5525.586868,288,98.598855
10409.45047,288,99.117392
6668.70797,288,99.587893
6325.417053,288,101.082713
7095.148224,288,101.627843
11165.503319,288,102.276482
9778.209511,288,102.83613
10694.178116,288,103.474411
6527.296257,288,104.036687
8302.050369,288,104.576324
7971.375099,288,106.07682
10456.336754,288,106.55155
5554.54882,288,107.160383
-1367.632927,65,107.287951
8610.113518,288,107.879787
11750.738892,288,108.457757
7420.617676,288,109.153719
10990.840988,288,109.695457
9217.489616,288,111.197079
7959.741768,288,111.784381
6778.10833,288,112.306131
7183.622139,288,112.938581
8778.838219,288,113.477253
8287.589695,288,114.075673
6985.079552,288,114.666735
7876.451683,288,116.240054
10409.646542,288,116.833561
8555.193722,288,117.402205
11461.004715,288,117.932397
10948.320374,288,118.568353
12942.469856,288,119.208748
8958.25396,288,119.82059
10669.387726,288,121.346524
8305.089649,288,121.919076
11389.840912,288,122.549062
12109.126251,288,123.057168
7416.53347,288,123.658983
11837.297691,288,124.210518
10782.239037,288,124.68817
11628.571121,288,126.067618
11113.504387,288,126.603887
13764.067772,288,127.133176
10401.706852,288,127.713583
10061.865234,288,128.334769
12591.883018,288,128.972494
11931.146469,288,129.478562
5922.255188,288,130.93838
7841.081245,288,131.517832
10190.97924,288,132.092485
8596.490891,288,132.696447
9725.228401,288,133.254442
12587.565704,288,133.775871
9160.536507,288,134.300528
10232.239624,288,134.894732
8978.37709,288,136.310272
10980.840942,288,136.970868
9662.994888,288,137.510047
9306.922501,288,138.049649
9133.95536,288,138.615799
12249.864929,288,139.130095
12160.821709,288,139.710971
7734.900513,288,141.070494
8448.651825,288,141.628499
8147.194115,288,142.192437
11695.645851,288,142.718238
12397.805939,288,143.249444
10679.339508,288,143.831747
10699.952095,288,144.370188
8823.574097,288,145.871415
12008.333664,288,146.388886
4950.563469,127,146.6244
10599.39677,288,147.203269
10098.362137,288,147.786628
13374.8032,288,148.367312
12217.184689,288,148.950316
3312.355881,79,149.112396
12104.293121,288,150.525397
12420.88316,288,151.168018
11540.064491,288,151.688716
11487.520485,288,152.252914
13308.503677,288,152.875854
7780.719055,288,153.429569
13677.93969,288,154.02831
10070.164452,288,155.454644
9681.736397,288,155.967412
11420.641869,288,156.584763
14425.917152,288,157.130738
12962.828621,288,157.643628
11584.431767,288,158.222307
11857.433327,288,158.747297
12369.519508,288,160.173442
11039.350533,288,160.689895
13561.586784,288,161.212126
10973.4706,288,161.88939
13606.549995,288,162.41253
13683.736507,288,162.898674
12391.542336,288,163.453174
12366.940613,288,164.925641
8424.862057,288,165.512727
10614.784683,288,166.110526
10785.308167,288,166.598765
10751.219727,288,167.190467
11551.489677,288,167.916437
10800.723366,288,168.599182
11944.225388,288,169.359438
13619.767677,288,171.262498
11743.12738,288,172.25472
12357.044258,288,172.944714
9212.014572,288,173.728783
10831.577049,288,174.373884
13406.679832,288,175.099877
13866.529793,288,175.751608
8635.046982,288,177.435563
12678.447159,288,178.103635
11284.103241,288,178.728949
13059.98912,288,179.320937
10338.571503,288,179.874066
12388.76123,288,180.426035
12226.417419,288,180.97311
10406.351982,288,182.374756
11742.628548,288,182.878385
11664.147774,288,183.42692
11261.627701,288,183.964248
13939.27433,288,184.474338
12825.895401,288,184.972675
9972.065842,288,185.536523
3673.584641,124,186.65712
10659.795532,288,187.159469
12183.535248,288,187.686282
13939.821606,288,188.21902
14044.364311,288,188.779251
11456.444,288,189.283807
12414.931534,288,189.843926
11215.184731,288,190.356751
11002.100693,288,191.846675
11374.700729,288,192.385488
11862.591953,288,192.949542
12840.282524,288,193.545486
13111.747181,288,194.081649
12431.957253,288,194.613828
11553.557907,288,195.151728
12021.617443,288,196.598475
14848.575714,288,197.145659
10207.540749,288,197.68104
14683.192322,288,198.203354
11709.906815,288,198.828599
11004.004372,288,199.435989
13445.960777,288,200.010348
13188.365417,288,201.431321
14084.246536,288,201.950114
12753.004547,288,202.461473
13444.901436,288,203.000538
12900.09568,288,203.545626
11878.820648,288,204.08762
11457.305183,288,204.662732
13864.185768,288,206.167037
13080.050713,288,206.697946
14925.167614,288,207.265657
10430.313686,288,207.799408
13961.560577,288,208.299358
12449.536491,288,208.871862
11652.678612,288,209.437945
13550.876762,288,210.898752
14885.629318,288,211.438332
11561.303871,288,211.959561
12634.514786,288,212.616697
13636.493378,288,213.212592
10925.103714,288,213.74262
7944.877586,288,214.40921
14282.266613,288,215.858509
14196.275078,288,216.47949
11668.275742,288,216.982335
13011.93045,288,217.503506
14132.509071,288,218.050716
10760.804764,288,218.658731
11655.092941,288,219.259039
13602.827026,288,220.754118
12128.946739,288,221.286492
13295.048286,288,221.897594
14708.564346,288,222.392545
7764.390305,214,222.799613
13830.789902,288,223.410992
12566.986824,288,223.922418
12243.069847,288,224.458385
12222.682358,288,225.845938
14086.660538,288,226.386674
13469.066887,288,226.964795
11514.227844,288,227.540147
13590.670433,288,228.12955
11747.599922,288,228.717483
11274.054268,288,229.219679
12028.408058,288,230.76026
14685.018127,288,231.284496
12803.350044,288,231.912774
16461.119911,288,232.476884
15697.352951,288,233.09101
12767.614815,288,233.579519
13165.852135,288,234.169663
13441.22258,288,235.575091
12234.354527,288,236.10534
16008.945885,288,236.622217
14485.205017,288,237.123507
12755.913029,288,237.654874
12800.031189,288,238.208313
14224.401604,288,238.71644
